Year,Make,Model,Condition,Price,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2023,Honda,CR-V EX-L,New,"$36,900 ",23267,6,5,5,5,4,4,5,IN,Dealer
2022,Honda,CR-V Touring,Honda Certified,"$35,598 ",FJ0121A,8000,4.9,4.8,4.7,4.8,4.7,4.9,KY,Dealer
2023,Honda,CR-V EX,New,"$34,405 ",41804-71,6,5,5,5,4,4,5,OH,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",496321,2857,5,5,5,5,5,5,GA,Dealer
2021,Honda,Pilot Touring 7-Passenger,Honda Certified,"$38,295 ",0660-22A,28002,4.9,4.8,4.8,4.7,4.7,4.8,MI,Dealer
2023,Honda,CR-V EX,New,"$34,405 ",17461,2,5,5,5,4,4,5,OH,Dealer
2016,Honda,CR-V EX-L,Used,"$21,418 ",GL025605,64364,4.6,4.5,4.6,4.6,4.7,4.7,MI,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,525 ",23-0161,8,5,4.8,4.8,4.2,5,5,OH,Dealer
2022,Honda,CR-V Special Edition,Used,"$32,995 ",9984,11493,4.9,4.8,4.7,4.8,4.7,4.9,OH,Dealer
2022,Honda,CR-V EX,Used,"$30,985 ",11103,19022,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
2010,Honda,Accord LX-P,Used,"$8,862 ",A023386B,131000,4.3,4.4,4.4,4.4,4.5,4.6,FL,Dealer
2023,Honda,Odyssey EX-L,New,"$41,905 ",H4908,3,5,5,4,4,4,5,NY,Dealer
2019,Honda,Odyssey EX-L,Used,"$30,199 ",KB064956,49650,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
2021,Honda,HR-V EX,Used,"$23,999 ",O376817,39000,4.7,4.6,4.6,4.7,4.7,4.8,FL,Dealer
2021,Honda,Passport Sport,Used,"$31,895 ",U1126,22463,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2016,Honda,Pilot EX,Used,"$19,995 ",2P771167,89544,4.7,4.6,4.5,4.4,4.6,4.6,VA,Dealer
2021,Honda,Pilot EX,Used,"$28,748 ",CP22202,42339,4.9,4.8,4.8,4.7,4.7,4.8,VA,Dealer
2023,Honda,CR-V EX,New,"$32,855 ",H002766,3,5,5,5,4,4,5,VA,Dealer
2017,Honda,Accord LX,Used,"$13,895 ",302928,125421,4.8,4.8,4.8,4.8,4.8,4.9,MD,Dealer
2017,Honda,Pilot Touring,Used,"$27,899 ",H556566,62118,4.8,4.7,4.7,4.6,4.7,4.7,NY,Dealer
2017,Honda,Pilot EX,Used,"$20,799 ",14317,107461,4.8,4.7,4.7,4.6,4.7,4.7,NY,Dealer
2023,Honda,HR-V Sport,New,"$29,040 ",725045,75,4,5,4,5,5,5,MD,Dealer
2022,Honda,Accord Hybrid Sport,New,"$33,165 ",S87782,3,4.9,5,5,4.9,4.9,5,PA,Dealer
2022,Honda,Passport Elite,New,"$47,620 ",H29449,0,5,5,4.9,5,4.9,5,DE,Dealer
2016,Honda,HR-V EX,Used,"$18,495 ",G11322B,60009,4.4,4.4,4.2,4.5,4.6,4.7,MD,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",H221257,10,5,5,5,5,5,5,NJ,Dealer
2005,Honda,Odyssey Touring,Used,"$6,333 ",8342,125015,4.8,4.6,4.6,4.5,4.5,4.6,NJ,Dealer
2010,Honda,Civic Hybrid,Used,"$6,995 ",65862788,129577,4.5,4.4,3.7,4.4,4.4,4.4,NJ,Dealer
2012,Honda,CR-Z EX,Used,"$8,995 ",2468,115568,4.2,4.7,4.4,4.8,4.9,4.8,NY,Dealer
2010,Honda,Fit Sport,Used,"$10,495 ",22474,106364,4.1,4.4,4.3,4.7,4.3,4.8,NY,Dealer
2016,Honda,Pilot EX-L,Used,"$19,793 ",220476A,75359,4.7,4.6,4.5,4.4,4.6,4.6,NY,Dealer
2022,Honda,CR-V Touring,Used,"$36,977 ",U35260P,11640,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer
2021,Honda,Clarity Plug-In Hybrid Base,Used,"$25,995 ",U2034T,25705,,,,,,,NY,Dealer
2017,Honda,Civic Si,Used,"$22,784 ",25412,48283,4.7,4.7,4.8,4.8,4.8,4.8,CT,Dealer
2017,Honda,Accord Hybrid Base,Used,"$19,995 ",15518T,64773,4.8,4.8,4.7,4.6,4.9,4.8,CT,Dealer
2020,Honda,Insight Touring,Used,"$25,329 ",22495D,52170,4.5,4.8,4.5,4.8,4.9,5,VT,Dealer
2023,Honda,Ridgeline Black Edition,New,"$48,990 ",H230201,15,5,4.8,4.8,4.2,5,5,MA,Dealer
2023,Honda,CR-V EX,New,"$36,750 ",H230191,15,5,5,5,4,4,5,MA,Dealer
2018,Honda,Civic Touring,Used,"$23,064 ",JX042170P,25072,4.7,4.7,4.8,4.8,4.9,4.8,MA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",821719,6,4.9,5,5,4.9,4.9,5,CA,Dealer
2023,Honda,Odyssey Sport,New,"$42,900 ",23H115,–,5,5,4,4,4,5,CA,Dealer
2018,Honda,Odyssey Elite,Used,"$30,530 ",JB030648,65792,4.8,4.7,4.6,4.3,4.7,4.6,CA,Dealer
2013,Honda,CR-V EX-L,Used,"$19,590 ",2002126651,51493,4.5,4.5,4.5,4.5,4.5,4.6,,
2012,Honda,CR-V EX,Used,"$12,990 ",220868,156155,4.5,4.5,4.4,4.6,4.5,4.7,CA,Dealer
2019,Honda,Civic Si Base,Used,"$24,964 ",K1903A,35474,4.7,4.8,4.7,4.8,4.8,4.9,AZ,Dealer
2023,Honda,Ridgeline Black,New,"$53,915 ",H1397,4,5,4.8,4.8,4.2,5,5,CA,Dealer
2023,Honda,Civic Si Base,New,"$35,645 ",H1420,6,,,,,,,CA,Dealer
2022,Honda,Pilot Touring 7-Passenger,Used,"$42,988 ",NB004000P,8729,5,5,5,5,5,5,CA,Dealer
2016,Honda,CR-V SE,Used,"$19,998 ",11668,54705,4.6,4.5,4.6,4.6,4.7,4.7,UT,Dealer
2023,Honda,Odyssey Touring,New,"$46,400 ",73966,10,5,5,4,4,4,5,AZ,Dealer
2019,Honda,Civic Si Base,Used,"$24,999 ",AB10309,16825,4.7,4.8,4.7,4.8,4.8,4.9,AZ,Dealer
2017,Honda,Civic LX,Used,"$17,950 ",507433,73145,4.7,4.7,4.8,4.8,4.8,4.8,AZ,Dealer
2023,Honda,Civic Sport Touring,New,"$32,000 ",230370,12,,,,,,,AZ,Dealer
2020,Honda,Pilot EX-L,Used,"$31,000 ",20470,27152,4.6,4.5,4.2,4.1,4.5,4.1,AZ,Dealer
2019,Honda,Civic Si Base,Used,"$26,415 ",KH754612,36427,4.7,4.8,4.7,4.8,4.8,4.9,AZ,Dealer
2015,Honda,CR-V EX-L,Used,"$21,949 ",FL013995H,58769,4.4,4.4,4.3,4.3,4.6,4.5,OR,Dealer
2022,Honda,Passport Elite,New,"$46,655 ",H22757,280,5,5,4.9,5,4.9,5,TX,Dealer
2023,Honda,Pilot Elite,New,"$53,375 ",2H30332,1,,,,,,,CO,Dealer
2019,Honda,Accord Sport,Used,"$23,998 ",KA165331,32088,4.7,4.7,4.7,4.7,4.8,4.8,CO,Dealer
2019,Honda,Passport Sport,Honda Certified,"$29,098 ",H17115A,27509,4.8,4.7,4.7,4.6,4.7,4.8,WA,Dealer
2019,Honda,Civic LX,Used,"$20,980 ",23510,34286,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",229276,7,5,5,5,5,5,5,WA,Dealer
2022,Honda,Passport Elite,New,"$50,907 ",BN64,19,5,5,4.9,5,4.9,5,WY,Dealer
2019,Honda,Civic LX,Used,"$18,997 ",3AU3155A,36746,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
2017,Honda,Accord EX-L,Used,"$21,262 ",HA002198A,44256,4.8,4.8,4.8,4.8,4.8,4.9,TX,Dealer
2023,Honda,Ridgeline RTL-E,New,"$49,320 ",34157,10,5,4.8,4.8,4.2,5,5,NE,Dealer
2022,Honda,Ridgeline Black Edition,Used,"$43,342 ",NB012151,7562,5,4.9,4.9,4.3,4.7,5,MO,Dealer
2017,Honda,Pilot Elite,Used,"$25,500 ",S11444,85329,4.8,4.7,4.7,4.6,4.7,4.7,MO,Dealer
2022,Honda,Accord Hybrid Sport,New,"$36,887 ",NA041544,13,4.9,5,5,4.9,4.9,5,AR,Dealer
2021,Honda,CR-V EX,Used,"$25,889 ",RMA010855,39034,4.9,4.8,4.8,4.8,4.9,4.9,TX,Dealer
2019,Honda,Accord LX,Used,"$22,999 ",KA070403A,29549,4.7,4.7,4.7,4.7,4.8,4.8,IA,Dealer
2009,Honda,Accord EX-L,Used,"$7,990 ",22349B,130569,4.4,4.4,4.3,4.4,4.5,4.5,MN,Dealer
2021,Honda,Pilot Special Edition,Honda Certified,"$37,498 ",PL1258,24442,4.9,4.8,4.8,4.7,4.7,4.8,MN,Dealer
2022,Honda,Pilot Sport,Honda Certified,"$36,995 ",R226115,6150,5,5,5,5,5,5,MN,Dealer
2023,Honda,Odyssey Touring,New,"$46,400 ",H13522,1,5,5,4,4,4,5,IA,Dealer
2014,Honda,Civic EX,Used,"$11,979 ",406141A,139377,4.5,4.5,4.5,4.6,4.6,4.8,MN,Dealer
2021,Honda,Civic Sport,Used,"$24,998 ",22704667,12586,4.6,4.7,4.7,4.6,4.8,4.6,MN,Dealer
2022,Honda,Accord Hybrid Sport,Honda Certified,"$31,994 ",R253297A,7862,4.9,5,5,4.9,4.9,5,MN,Dealer
2021,Honda,Pilot Special Edition,Used,"$37,591 ",T1N086503,22983,4.9,4.8,4.8,4.7,4.7,4.8,IA,Dealer
2020,Honda,Insight EX,Honda Certified,"$25,966 ",223569A,30837,4.5,4.8,4.5,4.8,4.9,5,LA,Dealer
2022,Honda,Accord Hybrid Sport,Used,"$33,495 ",P142301,17217,4.9,5,5,4.9,4.9,5,IL,Dealer
2014,Honda,Pilot EX-L,Used,"$15,990 ",J23017B,101486,4.7,4.6,4.6,4.6,4.5,4.7,LA,Dealer
2021,Honda,Civic Sport Touring,Used,"$29,852 ",T10386A,13881,4.6,4.7,4.7,4.6,4.8,4.6,WI,Dealer
2021,Honda,Pilot EX-L,Used,"$35,468 ",Q32140A,37077,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$21,390 ",4861,80800,4.8,4.7,4.6,4.6,4.4,4.7,WI,Dealer
2021,Honda,Pilot Elite,Used,"$37,250 ",K4560,42019,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$49,320 ",H30197,5,5,4.8,4.8,4.2,5,5,IL,Dealer
2020,Honda,Ridgeline RTL,Used,"$32,425 ",13861B,23649,4.8,4.7,4.6,4.5,4.7,4.7,IL,Dealer
2006,Honda,CR-V LX,Used,"$6,995 ",A10609,152664,4.5,4.3,4.4,4.6,4.5,4.7,IL,Dealer
2022,Honda,Pilot Sport,New,"$39,133 ",P1987,5,5,5,5,5,5,5,IL,Dealer
2022,Honda,Accord Hybrid Base,Used,"$32,785 ",13928A,2031,4.9,5,5,4.9,4.9,5,IL,Dealer
2021,Honda,CR-V EX,Honda Certified,"$28,053 ",W7056A,23717,4.9,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2018,Honda,Ridgeline Sport,Used,"$27,590 ",MA51619A,54848,4.9,4.8,4.8,4.6,4.8,4.9,TN,Dealer
2019,Honda,Ridgeline RTL,Used,"$27,498 ",LKB000154,53638,4.9,4.8,4.8,4.6,4.7,4.9,TN,Dealer
2015,Honda,CR-Z 3dr CVT,Used,"$13,990 ",MM12250A,76372,4.5,4.7,4.7,4.9,4.9,5,IN,Dealer
2014,Honda,Odyssey Touring Elite,Used,"$16,600 ",U25850,139077,4.7,4.6,4.6,4.4,4.6,4.8,KY,Dealer
2021,Honda,CR-V LX,Honda Certified,"$28,999 ",PML013063,17048,4.9,4.8,4.8,4.8,4.9,4.9,TN,Dealer
2022,Honda,Civic Sport Touring,Honda Certified,"$29,835 ",NE010719A,12952,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
2021,Honda,Odyssey Elite,Honda Certified,"$44,016 ",MB003159A,26352,5,5,4.9,4.8,4.8,5,OH,Dealer
2022,Honda,Passport EX-L,Used,"$35,500 ",2146,14703,5,5,4.9,5,4.9,5,GA,Dealer
2008,Honda,Pilot SE,Used,"$7,499 ",34831,155603,4.6,4.3,4.6,4.6,4.4,4.8,PA,Dealer
2021,Honda,Ridgeline RTL,Used,"$38,330 ",031998A,16218,4.9,4.7,4.7,4.5,4.9,4.6,PA,Dealer
2019,Honda,Insight EX,Used,"$21,000 ",10053,44537,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer
2018,Honda,Pilot LX,Used,"$23,988 ",C231579B,47970,4.7,4.6,4.7,4.5,4.6,4.7,FL,Dealer
2023,Honda,Civic Sport,New,"$26,545 ",H4905,3,,,,,,,NY,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",H4880,3,5,5,5,5,5,5,NY,Dealer
2021,Honda,Ridgeline Sport,Used,"$36,000 ",G45590,17854,4.9,4.7,4.7,4.5,4.9,4.6,NC,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",H209766,7,5,5,5,5,5,5,NC,Dealer
2020,Honda,Pilot EX-L,Honda Certified,"$35,981 ",X16512,40097,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
2015,Honda,Accord EX,Used,"$17,978 ",NW22P646B,78323,4.7,4.6,4.7,4.7,4.7,4.8,NY,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",HCPE007805,5,5,5,5,4,4,5,VA,Dealer
2010,Honda,CR-V EX,Used,"$9,900 ",4852K,142464,4.5,4.6,4.4,4.7,4.5,4.8,MD,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",51466,–,5,5,5,5,5,5,MD,Dealer
2018,Honda,Ridgeline Sport,Used,"$28,590 ",14686H,62352,4.9,4.8,4.8,4.6,4.8,4.9,PA,Dealer
2017,Honda,Civic Type R Touring,Used,"$35,885 ",A92826,47564,4.7,4.7,4.8,4.8,4.8,4.8,NY,Dealer
2022,Honda,Accord Sport SE,Used,"$31,873 ",HYU67576,5675,5,5,5,5,5,5,NY,Dealer
2022,Honda,Passport TrailSport,New,"$47,265 ",H50211,22,5,5,4.9,5,4.9,5,PA,Dealer
2023,Honda,HR-V Sport,New,"$29,150 ",H23069,2,4,5,4,5,5,5,MD,Dealer
2020,Honda,Pilot EX-L,Used,"$32,983 ",PLV15550,31338,4.6,4.5,4.2,4.1,4.5,4.1,VA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,005 ",123065,5,5,4.8,4.8,4.2,5,5,PA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",123059,5,5,4.8,4.8,4.2,5,5,PA,Dealer
2023,Honda,Civic Sport,New,"$25,745 ",40014-49,21,,,,,,,PA,Dealer
2022,Honda,Civic Sport,Honda Certified,"$23,625 ",NH506828P,27005,4.6,4.9,4.4,4.6,4.6,4.7,NJ,Dealer
2023,Honda,Ridgeline RTL,New,"$45,975 ",PB015986,3,5,4.8,4.8,4.2,5,5,NJ,Dealer
2022,Honda,Passport TrailSport,Used,"$37,000 ",NB002653,2685,5,5,4.9,5,4.9,5,NJ,Dealer
2022,Honda,Civic Si Si,Used,"$32,516 ",74728A,8524,4.2,4,4.5,4.2,4.5,5,NJ,Dealer
2023,Honda,Civic Sport Touring,New,"$31,645 ",PE001926A,40,,,,,,,NJ,Dealer
2021,Honda,CR-V Special Edition,Used,"$31,998 ",22602466,25563,4.9,4.8,4.8,4.8,4.9,4.9,NJ,Dealer
2022,Honda,HR-V Sport,New,"$25,045 ",225915,5,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",220594K,2,5,5,5,5,5,5,NY,Dealer
2016,Honda,Civic EX-L,Used,"$18,850 ",12MP1002,68941,4.6,4.6,4.6,4.6,4.8,4.6,NY,Dealer
2023,Honda,Pilot Sport,New,"$42,595 ",23-0251,3,,,,,,,NY,Dealer
2020,Honda,Passport EX-L,Used,"$30,977 ",U35663T,26537,4.9,4.8,4.8,4.6,4.8,4.8,NY,Dealer
1997,Honda,Prelude,Used,"$16,995 ",765887,79423,4.1,4.2,4.9,4.9,4.8,4.9,CT,Dealer
2005,Honda,CR-V EX,Used,"$9,995 ",A8321,120700,4.2,4.3,4.1,4.5,4.3,4.7,CT,Dealer
2022,Honda,Pilot TrailSport,New,"$46,105 ",43819,17,5,5,5,5,5,5,HI,Dealer
2014,Honda,Accord Sport,Used,"$13,500 ",F2156,121400,4.6,4.6,4.6,4.6,4.7,4.8,MA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,000 ",NA107616,5,5,5,5,5,5,5,MA,Dealer
2018,Honda,Accord EX,Used,"$23,460 ",49535,47339,4.8,4.8,4.7,4.7,4.8,4.8,MA,Dealer
2023,Honda,Civic Si Base,New,Not Priced,2230090,5,,,,,,,CA,Dealer
2023,Honda,Civic Si Base,New,"$34,595 ",PH471953,4,,,,,,,CA,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,700 ",230232,0,5,3,4,4,5,5,CA,Dealer
2018,Honda,Accord Touring,Used,"$23,990 ",2001970619,105200,4.8,4.8,4.7,4.7,4.8,4.8,,
2022,Honda,Accord Sport 1.5T,New,"$28,970 ",NA103969,3,5,5,5,5,5,5,CA,Dealer
2023,Honda,Civic Si Base,New,"$29,590 ",PH470684,3,,,,,,,CA,Dealer
2020,Honda,Odyssey EX,Used,"$30,999 ",19553,32491,4.8,4.8,4.7,4.6,4.7,4.7,CA,Dealer
2021,Honda,Accord Hybrid Touring,Used,"$33,488 ",PJ1320A,23423,4.7,4.5,4.5,4.4,4.6,4.4,NV,Dealer
2022,Honda,Pilot Sport,New,"$42,970 ",40165,6,5,5,5,5,5,5,CA,Dealer
2023,Honda,CR-V EX-L,New,"$37,510 ",712968,–,5,5,5,4,4,5,CA,Dealer
2016,Honda,Pilot EX,Used,"$20,500 ",NJ1165B,85682,4.7,4.6,4.5,4.4,4.6,4.6,AZ,Dealer
2013,Honda,Accord EX-L,Used,"$12,995 ",DA015147,154715,4.4,4.4,4.5,4.5,4.6,4.6,CA,Dealer
2021,Honda,Civic Sport,Used,"$22,995 ",MH529369,34652,4.6,4.7,4.7,4.6,4.8,4.6,CA,Dealer
2018,Honda,Accord LX,Used,"$22,995 ",M13032,27814,4.8,4.8,4.7,4.7,4.8,4.8,UT,Dealer
2017,Honda,Accord Sport SE,Used,"$22,988 ",253360,26270,4.8,4.8,4.8,4.8,4.8,4.9,ID,Dealer
2023,Honda,Odyssey Touring,New,"$45,938 ",PB026057,5,5,5,4,4,4,5,OR,Dealer
2014,Honda,CR-V EX-L,Used,"$17,496 ",EL015738P,69266,4.5,4.5,4.5,4.5,4.6,4.7,OR,Dealer
2021,Honda,Passport Touring,Used,"$39,992 ",D51230Z,2492,4.9,4.7,4.8,4.6,4.8,4.8,CO,Dealer
2022,Honda,Passport Elite,New,"$45,911 ",224071,10,5,5,4.9,5,4.9,5,WA,Dealer
2022,Honda,Civic Sport,Honda Certified,"$27,913 ",P52079,15121,4.6,4.9,4.4,4.6,4.6,4.7,WA,Dealer
2013,Honda,Accord LX-S,Used,"$16,999 ",7702,87820,4.4,4.4,4.5,4.5,4.6,4.6,WA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",5007278,–,5,5,5,4,4,5,MT,Dealer
2023,Honda,Odyssey Elite,New,"$50,420 ",H3035885,0,5,5,4,4,4,5,TX,Dealer
2021,Honda,Passport EX-L,Used,"$31,897 ",HL03294,8258,4.9,4.7,4.8,4.6,4.8,4.8,TX,Dealer
2017,Honda,Civic EX-T,Used,"$17,999 ",633489,43650,4.7,4.7,4.8,4.8,4.8,4.8,TX,Dealer
2023,Honda,Civic Sport,New,"$26,145 ",PH518192,5,,,,,,,TX,Dealer
2018,Honda,Accord Sport 2.0T,Used,"$24,500 ",5920,71712,4.8,4.8,4.7,4.7,4.8,4.8,NE,Dealer
2023,Honda,Odyssey EX-L,New,"$42,360 ",S06036,10,5,5,4,4,4,5,IA,Dealer
2021,Honda,Pilot Elite,Used,"$43,375 ",A6006221,32665,4.9,4.8,4.8,4.7,4.7,4.8,MO,Dealer
2020,Honda,Pilot EX-L,Honda Certified,"$32,375 ",A6008751,37608,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2020,Honda,Accord LX 1.5T,Honda Certified,"$25,995 ",10856HP,32257,4.8,4.8,4.8,4.8,4.9,4.9,MO,Dealer
2021,Honda,CR-V EX,Used,"$31,000 ",P1959,10338,4.9,4.8,4.8,4.8,4.9,4.9,MO,Dealer
2019,Honda,Odyssey EX-L,Honda Certified,"$36,544 ",KB092354,22787,4.8,4.6,4.5,4.3,4.7,4.5,AR,Dealer
2016,Honda,CR-V EX,Used,"$22,997 ",1380071943,46255,4.6,4.5,4.6,4.6,4.7,4.7,TX,Dealer
2019,Honda,Pilot Touring 8-Passenger,Honda Certified,"$35,950 ",22-1782A,81448,4.8,4.7,4.7,4.6,4.7,4.8,MO,Dealer
2019,Honda,Civic LX,Used,"$25,950 ",16611,41812,4.8,4.8,4.9,4.8,4.9,4.9,IA,Dealer
2019,Honda,Accord Hybrid EX,Used,"$24,000 ",MDT9364A,61509,4.5,4.5,3.9,3.9,4.6,4.4,MO,Dealer
2016,Honda,Civic LX,Used,"$15,999 ",P18973B,78757,4.6,4.6,4.6,4.6,4.8,4.6,MN,Dealer
2018,Honda,Accord Touring,Used,"$27,215 ",1030527,20865,4.8,4.8,4.7,4.7,4.8,4.8,MN,Dealer
2022,Honda,Civic Sport,Honda Certified,"$28,990 ",N5384A,5165,4.6,4.9,4.4,4.6,4.6,4.7,MN,Dealer
2016,Honda,Civic EX-T,Used,"$16,970 ",L7880,80885,4.6,4.6,4.6,4.6,4.8,4.6,MN,Dealer
2019,Honda,Civic EX,Honda Certified,"$21,993 ",L253231,41815,4.8,4.8,4.9,4.8,4.9,4.9,MN,Dealer
2020,Honda,HR-V LX,Used,"$21,185 ",97879KRC,51917,4.7,4.8,4.7,4.8,4.8,4.7,IL,Dealer
2020,Honda,HR-V LX,Used,"$21,185 ",,,,,,,,,,
2011,Honda,CR-V EX,Used,"$11,000 ",P779114A,113275,4.5,4.4,4.4,4.6,4.5,4.7,LA,Dealer
2015,Honda,Civic EX,Used,"$12,539 ",87081A,121163,4.6,4.6,4.6,4.7,4.6,4.8,WI,Dealer
2023,Honda,HR-V EX-L,New,"$30,645 ",E10096,0,4,5,4,5,5,5,IL,Dealer
2023,Honda,Ridgeline RTL,New,"$40,821 ",P1691,2,5,4.8,4.8,4.2,5,5,IL,Dealer
2021,Honda,Pilot Elite,Used,"$36,800 ",P035779,38962,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
2019,Honda,Odyssey EX-L,Used,"$34,950 ",W5249,48486,4.8,4.6,4.5,4.3,4.7,4.5,IL,Dealer
2019,Honda,HR-V LX,Honda Certified,"$22,595 ",P5228,42121,4.6,4.6,4.4,4.6,4.8,4.7,IL,Dealer
2022,Honda,Odyssey Elite,Honda Certified,"$45,995 ",C17577A,17822,4.3,4.4,4.3,4.1,4.3,4.3,IL,Dealer
2020,Honda,CR-V LX,Used,"$24,381 ",LL003732,53604,4.9,4.8,4.8,4.8,4.9,4.9,IN,Dealer
2023,Honda,Civic Sport,New,"$25,745 ",N11702,3,,,,,,,IL,Dealer
2019,Honda,Insight EX,Used,"$19,491 ",PKE019409,96625,4.6,4.8,4.5,4.7,4.8,4.8,TN,Dealer
2019,Honda,Pilot LX,Used,"$28,429 ",BU1597,25259,4.8,4.7,4.7,4.6,4.7,4.8,IN,Dealer
2020,Honda,Passport Elite,Used,"$36,990 ",D58821,37424,4.9,4.8,4.8,4.6,4.8,4.8,AL,Dealer
2019,Honda,Passport EX-L,Used,"$31,990 ",D58971,29424,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer
2021,Honda,Passport EX-L,Used,"$34,500 ",T006293R,18615,4.9,4.7,4.8,4.6,4.8,4.8,AL,Dealer
2022,Honda,Ridgeline Black Edition,Used,"$38,400 ",G22559A,20995,5,4.9,4.9,4.3,4.7,5,IN,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,075 ",18550,1,5,4.8,4.8,4.2,5,5,KY,Dealer
2017,Honda,Pilot LX,Used,"$26,287 ",HB101963,51610,4.8,4.7,4.7,4.6,4.7,4.7,MI,Dealer
2023,Honda,CR-V EX-L,New,"$37,510 ",HU145,1,5,5,5,4,4,5,IN,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",E003704,–,5,5,5,4,4,5,KY,Dealer
2022,Honda,Civic Touring,Used,"$29,299 ",22F254A,14204,4.6,4.9,4.4,4.6,4.6,4.7,IN,Dealer
2018,Honda,Civic EX-T,Used,"$19,900 ",JX002338,45464,4.7,4.7,4.8,4.8,4.9,4.8,OH,Dealer
2019,Honda,Civic LX,Honda Certified,"$20,229 ",M9U204921,47376,4.8,4.8,4.9,4.8,4.9,4.9,MI,Dealer
2023,Honda,HR-V EX-L,New,"$30,645 ",PM726651,5,4,5,4,5,5,5,GA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",NA123878,5,5,5,5,5,5,5,TN,Dealer
2020,Honda,Odyssey EX-L,Honda Certified,"$34,545 ",H1858A,42221,4.8,4.8,4.7,4.6,4.7,4.7,MI,Dealer
2022,Honda,Passport EX-L,New,"$44,291 ",27165,16,5,5,4.9,5,4.9,5,GA,Dealer
2010,Honda,CR-V LX,Used,"$16,990 ",2002190103,44231,4.5,4.6,4.4,4.7,4.5,4.8,,
2007,Honda,Element LX,Used,"$13,500 ",S8897T,75048,4.2,4.4,4.2,4.5,4.5,4.6,OH,Dealer
2020,Honda,Accord LX 1.5T,Used,"$22,250 ",PFA100118,36728,4.8,4.8,4.8,4.8,4.9,4.9,MI,Dealer
2020,Honda,Pilot EX-L,Used,"$33,933 ",T006163A,33317,4.6,4.5,4.2,4.1,4.5,4.1,KY,Dealer
2017,Honda,Pilot Elite,Used,"$31,303 ",TT30327A,39239,4.8,4.7,4.7,4.6,4.7,4.7,WV,Dealer
2021,Honda,Odyssey Touring,Used,"$39,000 ",423308A,30204,5,5,4.9,4.8,4.8,5,OH,Dealer
2020,Honda,Odyssey EX-L,Used,"$30,562 ",L32453A,79344,4.8,4.8,4.7,4.6,4.7,4.7,SC,Dealer
2022,Honda,Civic Sport Touring,New,"$31,540 ",H22724,1,4.6,4.9,4.4,4.6,4.6,4.7,FL,Dealer
2021,Honda,Pilot EX,Used,"$28,793 ",SN19324,24464,4.9,4.8,4.8,4.7,4.7,4.8,FL,Dealer
2019,Honda,Civic Type R Touring,Used,"$41,607 ",H23113A,13161,4.6,4.7,5,4.8,4.8,4.8,FL,Dealer
2018,Honda,Pilot Touring,Used,"$27,649 ",481441H14975B,53435,4.7,4.6,4.7,4.5,4.6,4.7,FL,Dealer
2021,Honda,CR-V EX,Honda Certified,"$29,000 ",HP10773,30287,4.9,4.8,4.8,4.8,4.9,4.9,NC,Dealer
2022,Honda,Civic Sport,Used,"$27,068 ",U303276A,9693,4.6,4.9,4.4,4.6,4.6,4.7,MD,Dealer
2023,Honda,CR-V EX,New,"$32,750 ",230383,15,5,5,5,4,4,5,FL,Dealer
